Date,gdp.log,real.rate,interest.rate,inflation,inflation.expectations,core.inflation.q
1955-01-01,11.627984794705,,4.31831065529416,,,
1955-04-01,11.6286352417989,,4.66788472403135,3.00211522123124,,
1955-07-01,11.6486619246465,,4.66788472403135,8.22092138461942,,
1955-10-01,11.6434097197822,,4.66788472403135,7.44469883195239,,
1956-01-01,11.6550671821295,-0.0036552105056904,5.38122380772457,2.87178063511798,5.38487901823026,
1956-04-01,11.6528960812237,-0.609220308866089,5.73434990888551,6.83688001931659,6.34357021775159,
1956-07-01,11.6517304278474,1.19127100745048,5.73434990888551,1.01895611935314,4.54307890143502,
1956-10-01,11.6564109013123,2.5160645309712,5.73434990888551,2.1455247378695,3.2182853779143,
1957-01-01,11.6762170958574,1.6367511720972,5.38122380772457,4.97652966597023,3.74447263562736,
1957-04-01,11.6763190118787,2.89720820080758,5.19976961302411,1.06923512567325,2.30256141221653,
1957-07-01,11.6701599563875,1.86555406114327,5.91672364151494,8.01338879197371,4.05116958037167,
1957-10-01,11.6721404424245,2.96687781657211,7.35439979799275,3.49093434206535,4.38752198142064,
1958-01-01,11.693912798751,3.45580517620469,6.99587804940967,1.58673323310757,3.54007287320497,
1958-04-01,11.6698608353738,1.33239667025356,5.73434990888551,4.51675658738115,4.40195323863194,
1958-07-01,11.6918663136047,2.95384501988122,4.84842400450516,-2.01610822405832,1.89457898462394,
1958-10-01,11.6928942561806,2.3280690608613,4.31831065529416,3.87358478130105,1.99024159443286,
1959-01-01,11.6987076933932,2.0327693427997,4.13868168856417,2.04941623843401,2.10591234576447,
1959-04-01,11.714894408253,4.50812556855679,4.13868168856417,-5.38466831564721,-0.369443879992619,
1959-07-01,11.7361730108768,3.5986620355935,4.13868168856417,1.62174590779483,0.54001965297067,
1959-10-01,11.7611986065569,4.09853815051384,4.13868168856417,1.87408032161971,0.040143538050336,
1960-01-01,11.7860013850326,5.6300127411394,5.19976961302411,0.167869573771506,-0.43024312811529,
1960-04-01,11.7786302973685,4.50813509056644,5.55228933937932,0.512921192065464,1.04415424881288,
1960-07-01,11.7936508960056,4.78546446210451,6.27163923329812,3.38982799731778,1.48617477119362,
