"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"xi.tT",887.278470379795,887.218596618208,886.838884208307,0.83594776086214,0.830590043221576,0.830034867620091,-0.67413241091325,-0.675589566939168,-0.67530139384887
"xi.tT",888.478559785271,887.278470379795,887.218596618208,0.839843636207043,0.83594776086214,0.830590043221576,-0.671546597919448,-0.674132410913254,-0.675589566939175
"xi.tT",889.000435340525,888.478559785271,887.278470379795,0.846185566420098,0.839843636207043,0.83594776086214,-0.667116249112537,-0.671546597919445,-0.674132410913251
"xi.tT",889.594408103543,889.000435340525,888.478559785271,0.853843286060559,0.846185566420099,0.839843636207043,-0.662733762900221,-0.667116249112543,-0.671546597919451
"xi.tT",890.603798997813,889.594408103543,889.000435340525,0.859923685064381,0.85384328606056,0.846185566420099,-0.660174877486518,-0.662733762900226,-0.667116249112551
"xi.tT",891.898709839395,890.603798997813,889.594408103543,0.862966477388224,0.859923685064382,0.85384328606056,-0.659392504408508,-0.660174877486518,-0.662733762900225
"xi.tT",892.918444498374,891.898709839395,890.603798997813,0.864556270294716,0.862966477388224,0.859923685064382,-0.66011726632517,-0.659392504408508,-0.660174877486518
"xi.tT",894.018586137504,892.918444498374,891.898709839395,0.86416406140387,0.864556270294716,0.862966477388224,-0.662619287611519,-0.660117266325167,-0.659392504408509
"xi.tT",895.126944097313,894.018586137504,892.918444498374,0.861866681122501,0.86416406140387,0.864556270294716,-0.666602352307665,-0.662619287611517,-0.660117266325163
"xi.tT",896.25658884676,895.126944097313,894.018586137504,0.857883459283937,0.861866681122501,0.86416406140387,-0.671233540793533,-0.666602352307665,-0.662619287611517
"xi.tT",897.048425656564,896.25658884676,895.126944097313,0.854126746863462,0.857883459283937,0.861866681122501,-0.676162925543088,-0.671233540793535,-0.666602352307663
"xi.tT",897.885873300056,897.048425656564,896.25658884676,0.850163643789959,0.854126746863462,0.857883459283937,-0.681805441975878,-0.676162925543087,-0.67123354079353
"xi.tT",898.864644629576,897.885873300056,897.048425656564,0.845204631773929,0.850163643789958,0.854126746863461,-0.688209885797978,-0.681805441975878,-0.676162925543085
"xi.tT",899.65789055798,898.864644629576,897.885873300056,0.840069641527148,0.845204631773929,0.850163643789958,-0.695705927719708,-0.688209885797979,-0.681805441975885
"xi.tT",900.830814226301,899.65789055798,898.864644629576,0.83294837704507,0.840069641527149,0.845204631773929,-0.703743210767971,-0.695705927719716,-0.688209885797982
"xi.tT",901.486288460783,900.830814226301,899.65789055798,0.826842646657005,0.83294837704507,0.840069641527149,-0.711597231132962,-0.703743210767969,-0.695705927719708
"xi.tT",902.359658299098,901.486288460783,900.830814226301,0.820616835238858,0.826842646657005,0.83294837704507,-0.719145638912263,-0.711597231132964,-0.703743210767966
"xi.tT",902.924130697063,902.359658299098,901.486288460783,0.815808670337965,0.820616835238858,0.826842646657005,-0.726545819044696,-0.719145638912259,-0.711597231132954
"xi.tT",903.828990157076,902.924130697063,902.359658299098,0.81060670169368,0.815808670337965,0.820616835238858,-0.733757848281385,-0.726545819044689,-0.719145638912253
"xi.tT",904.417589242305,903.828990157076,902.924130697063,0.806739810039253,0.81060670169368,0.815808670337965,-0.740584033521446,-0.733757848281383,-0.726545819044687
"xi.tT",905.094934087748,904.417589242305,903.828990157076,0.803426818133921,0.806739810039253,0.81060670169368,-0.747727929743218,-0.740584033521449,-0.733757848281386
"xi.tT",905.955099331252,905.094934087748,904.417589242305,0.799594926095941,0.803426818133921,0.806739810039253,-0.755400412694674,-0.74772792974322,-0.740584033521451
"xi.tT",906.615368823769,905.955099331252,905.094934087748,0.796012182012741,0.799594926095941,0.803426818133921,-0.764255273473675,-0.755400412694673,-0.747727929743219
"xi.tT",907.861790074396,906.615368823769,905.955099331252,0.789799610645496,0.79601218201274,0.799594926095941,-0.773702314124133,-0.764255273473676,-0.755400412694681
"xi.tT",908.330666403174,907.861790074396,906.615368823769,0.785190797262728,0.789799610645496,0.79601218201274,-0.783380831145728,-0.773702314124122,-0.764255273473672
"xi.tT",909.387434526233,908.330666403174,907.861790074396,0.778952536598611,0.785190797262728,0.789799610645496,-0.793522330100382,-0.783380831145724,-0.773702314124109
"xi.tT",909.91638144006,909.387434526233,908.330666403174,0.773742745754849,0.778952536598611,0.785190797262728,-0.804378650671344,-0.793522330100371,-0.783380831145723
"xi.tT",910.94418938347,909.91638144006,909.387434526233,0.766656341579321,0.773742745754849,0.778952536598611,-0.816520425016469,-0.804378650671347,-0.793522330100375
"xi.tT",911.776648142536,910.94418938347,909.91638144006,0.758905429812833,0.76665634157932,0.773742745754849,-0.829426977456525,-0.816520425016454,-0.804378650671343
"xi.tT",912.511667940877,911.776648142536,910.94418938347,0.750957413770129,0.758905429812833,0.766656341579321,-0.843116532077258,-0.829426977456531,-0.81652042501646
"xi.tT",913.322191765727,912.511667940877,911.776648142536,0.742487587620352,0.750957413770129,0.758905429812834,-0.857305478304203,-0.843116532077266,-0.829426977456539
"xi.tT",913.789040145227,913.322191765727,912.511667940877,0.735067668242852,0.742487587620352,0.750957413770129,-0.872485831277269,-0.857305478304195,-0.843116532077275
"xi.tT",914.872576494012,913.789040145227,913.322191765727,0.725528853907168,0.735067668242852,0.742487587620352,-0.88832825491773,-0.872485831277246,-0.85730547830419
"xi.tT",915.52807697845,914.872576494012,913.789040145227,0.71678926811915,0.725528853907168,0.735067668242852,-0.903134059228642,-0.888328254917726,-0.872485831277221
"xi.tT",916.160974383882,915.52807697845,914.872576494012,0.709511343204817,0.716789268119151,0.725528853907168,-0.915477965915026,-0.903134059228651,-0.888328254917724
"xi.tT",916.225694661868,916.160974383882,915.52807697845,0.70667238556768,0.709511343204816,0.71678926811915,-0.925342753915663,-0.915477965915028,-0.903134059228664
"xi.tT",916.494551691453,916.225694661868,916.160974383882,0.706340072400176,0.70667238556768,0.709511343204816,-0.934752063201691,-0.92534275391564,-0.915477965915014
"xi.tT",917.38696503879,916.494551691453,916.225694661868,0.705086381004315,0.706340072400176,0.70667238556768,-0.944006616390937,-0.934752063201711,-0.92534275391564
"xi.tT",917.961446059509,917.38696503879,916.494551691453,0.704937941114678,0.705086381004316,0.706340072400176,-0.952260258117081,-0.944006616390933,-0.934752063201725
"xi.tT",918.355576347822,917.961446059509,917.38696503879,0.706501924710615,0.704937941114678,0.705086381004316,-0.960352816082871,-0.952260258117089,-0.94400661639092
"xi.tT",919.216274350542,918.355576347822,917.961446059509,0.707135310199386,0.706501924710615,0.704937941114677,-0.968721387670635,-0.960352816082869,-0.952260258117096
"xi.tT",919.92075628717,919.216274350542,918.355576347822,0.707932183158087,0.707135310199386,0.706501924710615,-0.976728360025651,-0.968721387670635,-0.960352816082879
"xi.tT",920.569427262527,919.92075628717,919.216274350542,0.709340432405578,0.707932183158087,0.707135310199386,-0.984015302514914,-0.976728360025671,-0.968721387670645
"xi.tT",921.355108004396,920.569427262527,919.92075628717,0.711090167530455,0.709340432405578,0.707932183158087,-0.98949774538805,-0.984015302514908,-0.976728360025674
"xi.tT",921.646116072711,921.355108004396,920.569427262527,0.715914147540149,0.711090167530455,0.709340432405578,-0.992924034086049,-0.989497745388048,-0.984015302514916
"xi.tT",922.260860131503,921.646116072711,921.355108004396,0.72183562833148,0.715914147540149,0.711090167530455,-0.994990995897582,-0.992924034086041,-0.989497745388041
"xi.tT",922.715811894881,922.260860131503,921.646116072711,0.729339026060321,0.72183562833148,0.715914147540148,-0.996649847317198,-0.994990995897576,-0.992924034086024
"xi.tT",923.679997201334,922.715811894881,922.260860131503,0.735619079905887,0.729339026060322,0.72183562833148,-0.998259668038316,-0.996649847317183,-0.994990995897552
"xi.tT",924.334032262567,923.679997201334,922.715811894881,0.742438950682119,0.735619079905887,0.729339026060322,-0.999608648827932,-0.998259668038307,-0.996649847317174
"xi.tT",925.314014055645,924.334032262567,923.679997201334,0.748268074390781,0.742438950682119,0.735619079905886,-1.00031122088812,-0.999608648827929,-0.998259668038312
"xi.tT",925.85072102697,925.314014055645,924.334032262567,0.755495075972306,0.748268074390781,0.742438950682119,-1.00034212980254,-1.00031122088812,-0.999608648827935
"xi.tT",926.881388805205,925.85072102697,925.314014055645,0.761622530489195,0.755495075972306,0.748268074390781,-0.999507726526923,-1.00034212980254,-1.00031122088811
"xi.tT",927.488510173074,926.881388805205,925.85072102697,0.769176233390372,0.761622530489195,0.755495075972306,-0.997201870442942,-0.999507726526927,-1.00034212980253
"xi.tT",928.125537043039,927.488510173074,926.881388805205,0.777634895606285,0.769176233390372,0.761622530489196,-0.994399543534255,-0.997201870442942,-0.999507726526919
"xi.tT",929.113084953885,928.125537043039,927.488510173074,0.785026167929498,0.777634895606284,0.769176233390371,-0.991490300235239,-0.994399543534255,-0.99720187044295
"xi.tT",929.940354530714,929.113084953885,928.125537043039,0.792247839428247,0.785026167929498,0.777634895606283,-0.988450160186705,-0.991490300235233,-0.994399543534248
"xi.tT",930.723310572969,929.940354530714,929.113084953885,0.799139721962178,0.792247839428247,0.785026167929499,-0.986327086958005,-0.98845016018671,-0.991490300235237
"xi.tT",932.055762348149,930.723310572969,929.940354530714,0.802952357421707,0.799139721962178,0.792247839428247,-0.984821394668137,-0.986327086958006,-0.988450160186717
"xi.tT",932.874426651811,932.055762348149,930.723310572969,0.806772169093581,0.802952357421707,0.799139721962178,-0.983097012005663,-0.984821394668139,-0.986327086958009
"xi.tT",933.85838028254,932.874426651811,932.055762348149,0.809718353082006,0.806772169093581,0.802952357421708,-0.981216264658391,-0.983097012005669,-0.984821394668138
"xi.tT",934.534620151072,933.85838028254,932.874426651811,0.813049741148163,0.809718353082007,0.806772169093582,-0.980113753554565,-0.981216264658399,-0.983097012005686
"xi.tT",935.831909851587,934.534620151072,933.85838028254,0.813324035201916,0.813049741148163,0.809718353082007,-0.980203806130467,-0.980113753554551,-0.981216264658385
"xi.tT",936.842352104472,935.831909851587,934.534620151072,0.812476297153422,0.813324035201916,0.813049741148163,-0.980483109385485,-0.980203806130481,-0.980113753554549
"xi.tT",937.659453421197,936.842352104472,935.831909851587,0.811509582800712,0.812476297153422,0.813324035201916,-0.980991042324276,-0.980483109385495,-0.980203806130485
"xi.tT",938.600304255377,937.659453421197,936.842352104472,0.809601992402192,0.811509582800712,0.812476297153422,-0.982118337373521,-0.980991042324268,-0.980483109385505
"xi.tT",939.458003953078,938.600304255377,937.659453421197,0.806957896692762,0.809601992402192,0.811509582800712,-0.984411486954973,-0.982118337373518,-0.98099104232426
"xi.tT",940.470506971111,939.458003953078,938.600304255377,0.802452376012703,0.806957896692762,0.809601992402192,-0.988575052565056,-0.984411486954975,-0.982118337373526
"xi.tT",941.707336153349,940.470506971111,939.458003953078,0.795133162035799,0.802452376012703,0.806957896692762,-0.993981137466282,-0.988575052565056,-0.984411486954976
"xi.tT",942.52452706294,941.707336153349,940.470506971111,0.787467818578106,0.795133162035799,0.802452376012702,-0.999942130259766,-0.993981137466268,-0.988575052565042
"xi.tT",943.265849719065,942.52452706294,941.707336153349,0.779473826235852,0.787467818578106,0.795133162035799,-1.00728965347347,-0.999942130259762,-0.99398113746627
"xi.tT",944.259034803675,943.265849719065,942.52452706294,0.769470566035499,0.779473826235852,0.787467818578106,-1.01676069796243,-1.00728965347346,-0.999942130259771
"xi.tT",945.479041062557,944.259034803675,943.265849719065,0.756658799178123,0.769470566035499,0.779473826235852,-1.02725465874132,-1.01676069796241,-1.00728965347345
"xi.tT",945.868975916668,945.479041062557,944.259034803675,0.745174225709853,0.756658799178124,0.769470566035499,-1.03923618123815,-1.02725465874133,-1.01676069796242
"xi.tT",947.307638881614,945.868975916668,945.479041062557,0.729587451918278,0.745174225709853,0.756658799178124,-1.05225794159904,-1.03923618123814,-1.02725465874131
"xi.tT",947.688500884986,947.307638881614,945.868975916668,0.715945450097406,0.729587451918278,0.745174225709853,-1.0650422550239,-1.05225794159905,-1.03923618123814
"xi.tT",948.579398990369,947.688500884986,947.307638881614,0.701528949046941,0.715945450097406,0.729587451918278,-1.07745889687241,-1.06504225502389,-1.05225794159903
"xi.tT",948.891328222161,948.579398990369,947.688500884986,0.689301601249037,0.70152894904694,0.715945450097406,-1.08957049518577,-1.0774588968724,-1.06504225502388
"xi.tT",949.856074927937,948.891328222161,948.579398990369,0.675889234882992,0.689301601249038,0.701528949046941,-1.10102011030686,-1.08957049518578,-1.07745889687241
"xi.tT",950.052159363082,949.856074927937,948.891328222161,0.665477334365879,0.675889234882991,0.689301601249036,-1.11135735746808,-1.10102011030686,-1.08957049518577
"xi.tT",950.597510018221,950.052159363082,949.856074927937,0.655682692765571,0.665477334365879,0.675889234882991,-1.12174024283354,-1.11135735746807,-1.10102011030687
"xi.tT",951.352355573363,950.597510018221,950.052159363082,0.645492109300483,0.655682692765571,0.665477334365879,-1.13181057950373,-1.12174024283354,-1.11135735746809
"xi.tT",951.924401909185,951.352355573363,950.597510018221,0.636203963567739,0.645492109300483,0.655682692765571,-1.14063834576699,-1.13181057950373,-1.12174024283352
"xi.tT",952.409469437076,951.924401909185,951.352355573363,0.628416599127227,0.636203963567738,0.645492109300482,-1.14777119433685,-1.14063834576699,-1.13181057950373
"xi.tT",952.712977039154,952.409469437076,951.924401909185,0.622854220485516,0.628416599127227,0.636203963567738,-1.15368337612002,-1.14777119433685,-1.14063834576698
"xi.tT",953.18760965815,952.712977039154,952.409469437076,0.618122369976234,0.622854220485516,0.628416599127227,-1.15948513409666,-1.15368337612003,-1.14777119433686
"xi.tT",953.749109733455,953.18760965815,952.712977039154,0.613275638179776,0.618122369976234,0.622854220485516,-1.16629040815441,-1.15948513409664,-1.15368337612001
"xi.tT",954.737595491759,953.749109733455,953.18760965815,0.606130395930105,0.613275638179776,0.618122369976234,-1.17384972430513,-1.16629040815442,-1.15948513409663
"xi.tT",955.435888229443,954.737595491759,953.749109733455,0.598743823434395,0.606130395930104,0.613275638179776,-1.18081207221509,-1.17384972430516,-1.16629040815442
"xi.tT",955.852206053441,955.435888229443,954.737595491759,0.592572676450987,0.598743823434395,0.606130395930105,-1.18717092157699,-1.18081207221508,-1.17384972430516
"xi.tT",956.430358501507,955.852206053441,955.435888229443,0.586433935588722,0.592572676450988,0.598743823434396,-1.1936361305816,-1.18717092157699,-1.18081207221508
"xi.tT",957.061817966837,956.430358501507,955.852206053441,0.579876161331866,0.586433935588722,0.592572676450987,-1.20053835778142,-1.1936361305816,-1.18717092157698
