"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"xi.tt",812.578404315758,811.325555845714,810.123884012165,1.20718972377723,1.20718972377723,1.20681229611967,0.00302189633931762,0.00302189633931762,0.00291744161929654
"xi.tt",813.913576800934,812.586674423387,811.340203325133,1.24744947873674,1.24744947873674,1.24695386375674,0.00882293489841629,0.00882293489841629,0.00864174531283276
"xi.tt",815.047628560337,813.817867627159,812.507271048847,1.23077285672315,1.23077285672315,1.23077916894681,0.0113082803838743,0.0113082803838743,0.0113105880404938
"xi.tt",816.280559777888,815.077817989123,813.839254167213,1.22767976211657,1.22767976211657,1.22783532136424,0.00835029661661679,0.00835029661661679,0.00840716680165121
"xi.tt",817.234052884845,816.122860840522,814.92241093834,1.19196608745599,1.19196608745599,1.19246994353136,0.0102899750340787,0.0102899750340787,0.0104741774435604
"xi.tt",817.544227960328,816.870746801956,815.716767168213,1.07807137827771,1.07807137827771,1.08059514993043,0.00233703900774974,0.00233703900774974,0.00325969299990272
"xi.tt",818.429696833467,817.48440070192,816.79491996565,1.05411692842356,1.05411692842356,1.05479573584122,-0.00159444773346393,-0.00159444773346393,-0.00134628567287194
"xi.tt",818.620919358287,818.163534375669,817.14193338608,0.956185899645833,0.956185899645833,0.959297343157845,-0.0187956520233914,-0.0187956520233914,-0.0176581537974244
"xi.tt",819.497751335247,818.549631435038,818.097036808831,0.951514338490121,0.951514338490121,0.951535512474783,-0.013359593872102,-0.013359593872102,-0.0133518529730959
"xi.tt",820.339925064964,819.4320450734,818.481665466873,0.943211865171978,0.943211865171978,0.943432259973093,-0.0103812240383986,-0.0103812240383986,-0.0103006509236007
"xi.tt",822.079934210438,820.614365086811,819.776772565433,1.01459215959917,1.01459215959917,1.01177903456093,-0.000527511059170807,-0.000527511059170807,-0.00155594841568042
"xi.tt",822.3164388993,821.742051310838,820.223634789216,0.9533715613146,0.9533715613146,0.955735605130944,0.00255610823963823,0.00255610823963823,0.00342036807171205
"xi.tt",824.140342638389,822.650722758675,822.147673963467,1.02175796417436,1.02175796417436,1.01883951340186,0.00585752082288652,0.00585752082288652,0.00479057791890363
"xi.tt",825.02553599067,824.172938793293,822.651402486152,1.00560925498227,1.00560925498227,1.00656372069724,-0.0107015437300445,-0.0107015437300445,-0.0103526050289792
"xi.tt",826.396856119179,825.205602635819,824.374341947369,1.02959384456152,1.02959384456152,1.02858543656321,-0.0178520084234761,-0.0178520084234761,-0.0182206676341262
"xi.tt",826.735238745855,826.217153768295,824.94670984031,0.974860035134989,0.974860035134989,0.977709327790279,-0.0362213436148131,-0.0362213436148131,-0.0351796839066615
"xi.tt",828.831785149662,827.076652033186,826.67584405618,1.05828705114365,1.05828705114365,1.05394023241331,-0.0169505467380981,-0.0169505467380981,-0.0185396800697104
"xi.tt",829.864283011523,828.864785473492,827.097386332733,1.05367283753698,1.05367283753698,1.05401077473477,-0.0264384259719559,-0.0264384259719559,-0.026314881076636
"xi.tt",831.78516863395,830.18004179242,829.259785169831,1.1122939039911,1.1122939039911,1.10921968781855,-0.0238027651013659,-0.0238027651013659,-0.0249266535566815
"xi.tt",833.637831436055,832.044189745304,830.509380298248,1.16226100333017,1.16226100333017,1.1595701168557,-0.0195371613224176,-0.0195371613224176,-0.0205209100484248
"xi.tt",835.446185571818,833.777919942081,832.265549872072,1.21104066251697,1.21104066251697,1.20818856339441,0.00484227940217173,0.00484227940217173,0.00379959369064826
"xi.tt",835.476667050019,834.872373523891,833.128332793016,1.14406499740058,1.14406499740058,1.14743200893751,0.0397268379722112,0.0397268379722112,0.0409577681289939
"xi.tt",836.481924267356,835.382377332645,834.775249701492,1.13807928895645,1.13807928895645,1.13831964786424,0.0509819740810838,0.0509819740810838,0.0510698457811938
"xi.tt",837.463515587143,836.389285073667,835.283382093772,1.1305014441537,1.1305014441537,1.13085245357689,0.0604794713875641,0.0604794713875641,0.0606077952972316
"xi.tt",838.854471668032,837.764677248135,836.66787557426,1.13307600859663,1.13307600859663,1.13334599249952,0.00391837747112513,0.00391837747112513,0.00401707963602014
"xi.tt",839.245708228777,838.637923197114,837.467500087851,1.08274536746,1.08274536746,1.08570809708785,-0.0102999356722682,-0.0102999356722682,-0.00921680506658942
"xi.tt",840.194846438022,839.096926827586,838.499265384413,1.08116643268665,1.08116643268665,1.08106192893688,0.0186973853167027,0.0186973853167027,0.018659180274732
"xi.tt",840.867475852662,839.984217699595,838.862370615019,1.05987665496183,1.05987665496183,1.06097837405067,0.0377572170959588,0.0377572170959588,0.0381599894761189
"xi.tt",842.464106149425,840.920611143956,840.118727768452,1.10298362229538,1.10298362229538,1.10023577994314,0.0792481541967278,0.0792481541967278,0.0782435832351011
"xi.tt",843.705331353873,842.469083907462,840.94846075116,1.11466659116972,1.11466659116972,1.11390818846774,0.092798486935064,0.092798486935064,0.0925212260030417
"xi.tt",844.454401562154,843.639723618821,842.3547017589,1.08739436590815,1.08739436590815,1.08909552906698,0.0728160608057259,0.0728160608057259,0.0734379811677003
"xi.tt",845.037823777555,844.308197826488,843.438690510472,1.05367413846113,1.05367413846113,1.05569550128511,0.0627653006127229,0.0627653006127229,0.063504281287588
"xi.tt",846.700862568475,845.313257556818,844.628097817007,1.08759341412818,1.08759341412818,1.08572198786011,0.0426802169802954,0.0426802169802954,0.0419960509166225
"xi.tt",847.102005850426,846.474762591017,845.018499772423,1.04361444400247,1.04361444400247,1.04621170350353,0.0378589289118633,0.0378589289118633,0.0388084489862066
"xi.tt",848.122810893329,847.153679300772,846.511135602074,1.03804811850749,1.03804811850749,1.03847800921182,0.0175910768001595,0.0175910768001595,0.0177482385521372
"xi.tt",848.269577243714,847.8690605145,846.802112750692,0.978247620177416,0.978247620177416,0.981851416744367,-0.00220350030197387,-0.00220350030197387,-0.000886005002500585
