Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
,3.0483627267049,3.15393735176412,-0.537774984524886,-1.83059789957383,-6.48487221996996,,,,,,,,,,,,,,,,,,,,,,
,3.0587074124709,3.16833064457567,-0.543795978981236,-1.91839942081538,-6.37421659200869,,,,,,,,,,,,,,,,,,,,,,
,3.06333145756247,3.17785009751281,-0.549995886733585,-1.22944852652347,-4.28904387225955,,,,,,,,,,,,,,,,,,,,,,
,3.07076603397198,3.1902614778211,-0.556673486314835,-0.512561759962409,-4.23639394114108,,,,,,,,,,,,,,,,,,,,,,
,3.06719669048457,3.19253219346994,-0.562824713369226,0.393893651146868,-4.61320016565322,,,,,,,,,,,,,,,,,,,,,,
,3.07778803074602,3.20538582766147,-0.56684840732043,0.660372143754444,-3.60672570390881,,,,,,,,,,,,,,,,,,,,,,
,3.09913020312984,3.22648351847975,-0.569495051525171,0.687971159299877,-3.49377821167815,,,,,,,,,,,,,,,,,,,,,,
,3.12508000625612,3.25145035384412,-0.571933418436629,0.769997497213922,-3.82395923942935,,,,,,,,,,,,,,,,,,,,,,
,3.14783753074411,3.27454358263246,-0.575433707403806,1.12611410946931,-4.3031017815765,,,,,,,,,,,,,,,,,,,,,,
,3.15849183084435,3.287820908576,-0.579876193941966,1.84305030338271,-4.28162887983786,,,,,,,,,,,,,,,,,,,,,,
,3.163778836771,3.2950935820712,-0.582858473601463,2.41192362207801,-3.81599728535249,,,,,,,,,,,,,,,,,,,,,,
,3.18871728721849,3.3183855173905,-0.584403772924509,2.23447153570226,-2.58375922236581,,,,,,,,,,,,,,,,,,,,,,
,3.21701896803823,3.34783275403958,-0.589584636004928,2.29785453673924,-2.11061110823985,,,,,,,,,,,,,,,,,,,,,,
,3.19801176250386,3.33846066905887,-0.597935451245635,3.66707536788147,-2.53457778080529,,,,,,,,,,,,,,,,,,,,,,
,3.18479456280488,3.33427425271588,-0.606392548302077,4.08606930358656,-1.57395270955436,,,,,,,,,,,,,,,,,,,,,,
,3.16494024286864,3.32411233837234,-0.614692414176242,4.29331205088715,-0.391641693812044,,,,,,,,,,,,,,,,,,,,,,
,3.15413688177626,3.32118435285999,-0.62216655274684,3.91898710879241,0.640331856682145,,,,,,,,,,,,,,,,,,,,,,
,3.14671224323133,3.32146123299484,-0.629906013744568,3.36756416489175,0.169825313179633,,,,,,,,,,,,,,,,,,,,,,
,3.13257405804698,3.31596129061327,-0.637790570976183,3.01592030414463,0.866756038804121,,,,,,,,,,,,,,,,,,,,,,
,3.12157111120015,3.31239969310011,-0.644743856168522,2.45552480382753,3.58913807743586,,,,,,,,,,,,,,,,,,,,,,
,3.11181205180988,3.30710122614193,-0.648478372249513,1.60825102577485,4.13028661700857,,,,,,,,,,,,,,,,,,,,,,
,3.13489740310246,3.32875260759842,-0.650011403277648,-0.20000765796874,1.8633785630647,,,,,,,,,,,,,,,,,,,,,,
,3.15252004635822,3.34754160914134,-0.653752515694383,-1.11392465165807,-1.80771142844444,,,,,,,,,,,,,,,,,,,,,,
,3.14535703704183,3.34686119888609,-0.660141874616576,-0.815550477895385,4.35112079371991,,,,,,,,,,,,,,,,,,,,,,
,3.12231434793363,3.33166233753142,-0.665902923732391,-0.44624741057055,5.24472782436903,,,,,,,,,,,,,,,,,,,,,,
,3.11961259079044,3.33388095899256,-0.671127331518684,-1.24257491514788,7.50165708841864,,,,,,,,,,,,,,,,,,,,,,
,3.09981397265401,3.32013947048037,-0.67530139384888,-1.7210933930869,7.39614425967738,,,,,,,,,,,,,,,,,,,,,,
,3.10205081631426,3.32236017288631,-0.675589566939164,-3.19634911078595,3.66408232913827,,,,,,,,,,,,,,,,,,,,,,
,3.12787562601751,3.34379104344856,-0.67413241091325,-4.82196131131343,5.60857582045699,,,,,,,,,,,,,,,,,,,,,,
,3.14818042824208,3.35937454482817,-0.671546597919448,-5.56688963291583,6.41764313984453,,,,,,,,,,,,,,,,,,,,,,
,3.18145476798788,3.38474226568039,-0.667116249112537,-6.47179709388502,2.71257866783619,,,,,,,,,,,,,,,,,,,,,,
,3.22066564059071,3.41537314424224,-0.662733762900221,-7.025831559425,1.26213107518746,,,,,,,,,,,,,,,,,,,,,,
,3.25087903620543,3.43969474025753,-0.660174877486518,-6.72598294353452,0.564250631584694,,,,,,,,,,,,,,,,,,,,,,
,3.26550045690291,3.4518659095529,-0.659392504408508,-5.77078718793871,1.2132336733464,,,,,,,,,,,,,,,,,,,,,,
